en,file,file-name,gen,id,length
Olivaceous Woodcreeper,//www.xeno-canto.org/606744/download,XC606744-Sittasomus griseicapillus_Vargem Alta.mp3,Sittasomus,606744,0:08
Olivaceous Woodcreeper,//www.xeno-canto.org/593181/download,XC593181-Sittasomus griseicapillus HF.mp3,Sittasomus,593181,0:40
Olivaceous Woodcreeper,//www.xeno-canto.org/592808/download,"XC592808-Olivaceous Woodcreeper, song after PB, Varzea, 201003-011.mp3",Sittasomus,592808,0:19
Olivaceous Woodcreeper,//www.xeno-canto.org/576387/download,XC576387-Sittasomus griseicapillus DCB 632-18.mp3,Sittasomus,576387,0:07
Olivaceous Woodcreeper,//www.xeno-canto.org/536642/download,XC536642-1759 Sittasomus griseicapillus amazonus (song)Boca_do_Acre_AM_180516_FIG.mp3,Sittasomus,536642,0:05
Olivaceous Woodcreeper,//www.xeno-canto.org/521973/download,XC521973-Sittasomus griseicapillus DCB 469-24.mp3,Sittasomus,521973,1:23
Olivaceous Woodcreeper,//www.xeno-canto.org/520356/download,XC520356-Sittasomus griseicapillus DCB 456-31.mp3,Sittasomus,520356,0:38
Olivaceous Woodcreeper,//www.xeno-canto.org/520353/download,XC520353-Sittasomus griseicapillus DCB 456-29a.mp3,Sittasomus,520353,0:51
Olivaceous Woodcreeper,//www.xeno-canto.org/520324/download,XC520324-Sittasomus griseicapillus DCB 456-3.mp3,Sittasomus,520324,1:50
Olivaceous Woodcreeper,//www.xeno-canto.org/514657/download,XC514657-Sittasomus griseicapillus DCB 454-5f.mp3,Sittasomus,514657,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/500654/download,XC500654-Sittasomus griseicapillus DCB 423-10l.mp3,Sittasomus,500654,0:08
Olivaceous Woodcreeper,//www.xeno-canto.org/500340/download,XC500340-arapaçu verde ok (online-audio-converter.com).mp3,Sittasomus,500340,1:58
Olivaceous Woodcreeper,//www.xeno-canto.org/497994/download,XC497994-Sittasomus griseicapillus DCB 622-9.mp3,Sittasomus,497994,0:09
Olivaceous Woodcreeper,//www.xeno-canto.org/497981/download,XC497981-Sittasomus griseicapillus DCB 622-4b.mp3,Sittasomus,497981,0:19
Olivaceous Woodcreeper,//www.xeno-canto.org/483481/download,XC483481-Arapaçu-verde.mp3,Sittasomus,483481,3:23
Olivaceous Woodcreeper,//www.xeno-canto.org/483476/download,XC483476-ARAPACU VERDE IV.mp3,Sittasomus,483476,0:27
Olivaceous Woodcreeper,//www.xeno-canto.org/483471/download,XC483471-ARAPACU VERDE II.mp3,Sittasomus,483471,0:58
Olivaceous Woodcreeper,//www.xeno-canto.org/483164/download,XC483164-Sitassomus griseicapillus_Rio Azul_1083.mp3,Sittasomus,483164,0:55
Olivaceous Woodcreeper,//www.xeno-canto.org/464745/download,XC464745-desc8.mp3,Sittasomus,464745,0:26
Olivaceous Woodcreeper,//www.xeno-canto.org/427954/download,XC427954-Sittasomus griseicapillus ssp.-Caio Brito-(Conceicao do Castelo-ES)-BRITO2826.mp3,Sittasomus,427954,0:53
Olivaceous Woodcreeper,//www.xeno-canto.org/423585/download,XC423585-Sittasomus griseicapillus- RO-ME-Felipe Arantes.mp3,Sittasomus,423585,0:37
Olivaceous Woodcreeper,//www.xeno-canto.org/422954/download,XC422954-2343 Sittasomus griseicapillus (rattle) Sao_Miguel_Klabin_281017_FIG.mp3,Sittasomus,422954,0:23
Olivaceous Woodcreeper,//www.xeno-canto.org/422770/download,XC422770-2281 Sittasomus griseicapillus (song)Guaratinga_BA_160817_FIG.mp3,Sittasomus,422770,0:29
Olivaceous Woodcreeper,//www.xeno-canto.org/421502/download,XC421502-1824 Sittasomus griseicapillus (calls and long song)_Taquara_Belmonte_BA_010916_FIG.mp3,Sittasomus,421502,1:39
Olivaceous Woodcreeper,//www.xeno-canto.org/421453/download,XC421453-1629 Sittasomus griseicapillus olivaceus(song)SMaria_PortoSeguro_BA_010516_FIG.mp3,Sittasomus,421453,0:08
Olivaceous Woodcreeper,//www.xeno-canto.org/419603/download,XC419603-1321 Sittasomus griseicapillus olivaceus (alert)SantaMaria_BA200914_FIG.mp3,Sittasomus,419603,0:23
Olivaceous Woodcreeper,//www.xeno-canto.org/419182/download,XC419182-910 Sittasomus griseicapillus(song))Invernadinha_TelemacoBorbaPR110713.mp3,Sittasomus,419182,0:04
Olivaceous Woodcreeper,//www.xeno-canto.org/401106/download,XC401106-A0921215 syt gri.mp3,Sittasomus,401106,0:19
Olivaceous Woodcreeper,//www.xeno-canto.org/340960/download,XC340960-STE-010 arapaçu-verde.mp3,Sittasomus,340960,0:17
Olivaceous Woodcreeper,//www.xeno-canto.org/325760/download,XC325760-549. Sittasomus griseicapillus sylviellus (long song)fazCerradinhoTelemaco BorbaPR210711.mp3,Sittasomus,325760,1:27
Olivaceous Woodcreeper,//www.xeno-canto.org/325750/download,XC325750-540. Sittasomus griseicapillus sylviellus(song)FazIbiti_ItararéSP030911.mp3,Sittasomus,325750,0:10
Olivaceous Woodcreeper,//www.xeno-canto.org/321376/download,XC321376-SITGRI44.mp3,Sittasomus,321376,1:04
Olivaceous Woodcreeper,//www.xeno-canto.org/318804/download,XC318804-STE-011 arapaçu-verde.mp3,Sittasomus,318804,0:10
Olivaceous Woodcreeper,//www.xeno-canto.org/299048/download,XC299048-126 Sittasomus griseocapillus griseocapillus(song)_VerdeMarII_RibasPardoMS120912.mp3,Sittasomus,299048,0:51
Olivaceous Woodcreeper,//www.xeno-canto.org/297863/download,"XC297863-Olivaceous Woodcreeper, 17.12., call, Agulhas Negras.mp3",Sittasomus,297863,1:35
Olivaceous Woodcreeper,//www.xeno-canto.org/297862/download,"XC297862-Olivaceous Woodcreeper, 20.08., Green Trail.mp3",Sittasomus,297862,0:05
Olivaceous Woodcreeper,//www.xeno-canto.org/285543/download,XC285543-Xyphorhinchus fuscus_Paraibuna_1930.mp3,Sittasomus,285543,0:40
Olivaceous Woodcreeper,//www.xeno-canto.org/284581/download,"XC284581-Olivaceous Woodcreeper, 07.10., Itatiaia.mp3",Sittasomus,284581,0:09
Olivaceous Woodcreeper,//www.xeno-canto.org/254597/download,XC254597-SITGRI16.mp3,Sittasomus,254597,0:36
Olivaceous Woodcreeper,//www.xeno-canto.org/254528/download,XC254528-SITGRI19.mp3,Sittasomus,254528,0:29
Olivaceous Woodcreeper,//www.xeno-canto.org/254522/download,XC254522-SITGRI95.mp3,Sittasomus,254522,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/254521/download,XC254521-SITGRI23.mp3,Sittasomus,254521,0:11
Olivaceous Woodcreeper,//www.xeno-canto.org/247505/download,XC247505-20140927-0748-BR0329-BR-RJ-REGUA Waldenor-Olivaceous Woodcreeper song filt.mp3,Sittasomus,247505,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/246803/download,XC246803-20140914-0709-BR0280-BR-RJ-REGUA-Olivaceous Woodcreeper song amp.mp3,Sittasomus,246803,0:08
Olivaceous Woodcreeper,//www.xeno-canto.org/229811/download,XC229811-Olivaceous Woodcreeper B 6177.mp3,Sittasomus,229811,0:22
Olivaceous Woodcreeper,//www.xeno-canto.org/229810/download,XC229810-Olivaceous Woodcreeper B 6176.mp3,Sittasomus,229810,0:07
Olivaceous Woodcreeper,//www.xeno-canto.org/229809/download,XC229809-Olivaceous Woodcreeper B 6174.mp3,Sittasomus,229809,0:07
Olivaceous Woodcreeper,//www.xeno-canto.org/229808/download,XC229808-Olivaceous Woodcreeper B 6173.mp3,Sittasomus,229808,0:13
Olivaceous Woodcreeper,//www.xeno-canto.org/229807/download,XC229807-Olivaceous Woodcreeper B 6171.mp3,Sittasomus,229807,0:11
Olivaceous Woodcreeper,//www.xeno-canto.org/229804/download,XC229804-Olivaceous Woodcreeper B 6178.mp3,Sittasomus,229804,0:07
Olivaceous Woodcreeper,//www.xeno-canto.org/229794/download,XC229794-Olivaceous Woodcreeper B 6167.mp3,Sittasomus,229794,0:56
Olivaceous Woodcreeper,//www.xeno-canto.org/229793/download,XC229793-Olivaceous Woodcreeper B 6165.mp3,Sittasomus,229793,0:31
Olivaceous Woodcreeper,//www.xeno-canto.org/192333/download,XC192333-Sittasomus.mp3,Sittasomus,192333,0:26
Olivaceous Woodcreeper,//www.xeno-canto.org/176523/download,XC176523-Dendrocolaptidae_Sittasomus_griseicapillus _14_07_2011_H13_55_Fazenda_Beira_Rio_Salete.mp3,Sittasomus,176523,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/166272/download,XC166272-Sittasomus_griseicapillus_arapacu_verde_3.mp3,Sittasomus,166272,0:14
Olivaceous Woodcreeper,//www.xeno-canto.org/157401/download,XC157401-Sittasomus_griseicapillus_arapacu_verde.mp3,Sittasomus,157401,0:22
Olivaceous Woodcreeper,//www.xeno-canto.org/142178/download,XC142178-130511_04_Sittasomus_griseicapillus_teuini_pb_canto_am_tol.mp3,Sittasomus,142178,1:31
Olivaceous Woodcreeper,//www.xeno-canto.org/131337/download,XC131337-20111125-1458-1442-BR-RJ-REGUA-Olivaceous Woodcreeper_calls.mp3,Sittasomus,131337,0:21
Olivaceous Woodcreeper,//www.xeno-canto.org/90632/download,SITGRI57.mp3,Sittasomus,90632,1:03
Olivaceous Woodcreeper,//www.xeno-canto.org/90630/download,SITGRI68.mp3,Sittasomus,90630,1:07
Olivaceous Woodcreeper,//www.xeno-canto.org/90626/download,SITGRI20.mp3,Sittasomus,90626,2:36
Olivaceous Woodcreeper,//www.xeno-canto.org/83142/download,SITGRI36.mp3,Sittasomus,83142,0:12
Olivaceous Woodcreeper,//www.xeno-canto.org/83141/download,SITGRI38.mp3,Sittasomus,83141,0:10
Olivaceous Woodcreeper,//www.xeno-canto.org/80492/download,SITGRI45.mp3,Sittasomus,80492,0:15
Olivaceous Woodcreeper,//www.xeno-canto.org/80490/download,SITGRI41.mp3,Sittasomus,80490,0:09
Olivaceous Woodcreeper,//www.xeno-canto.org/80489/download,SITGRI27.mp3,Sittasomus,80489,0:17
Olivaceous Woodcreeper,//www.xeno-canto.org/80488/download,SITGRI10.mp3,Sittasomus,80488,0:10
Olivaceous Woodcreeper,//www.xeno-canto.org/78861/download,arap verde.mp3,Sittasomus,78861,0:56
Olivaceous Woodcreeper,//www.xeno-canto.org/76049/download,Mz78SittasomusgriseicapillusMMeloguarul.mp3,Sittasomus,76049,0:15
Olivaceous Woodcreeper,//www.xeno-canto.org/58334/download,Sittasomus griseicapillus_Trilha Tres Picos_PN Itatiaia_Rio de Janeiro_Brasil_23FEB2004 am cs_Bernabe Lopez-Lanus.mp3,Sittasomus,58334,0:03
Olivaceous Woodcreeper,//www.xeno-canto.org/58333/download,Sittasomus griseicapillus_Trilha Tres Picos_PN Itatiaia_Rio de Janeiro_Brasil_23FEB2004 am c_Bernabe Lopez-Lanus.mp3,Sittasomus,58333,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/58332/download,Sittasomus griseicapillus_Hotel Simon_PN Itatiaia_Rio de Janeiro_Brasil_25FEB2004 am d_Bernabe Lopez-Lanus.mp3,Sittasomus,58332,0:40
Olivaceous Woodcreeper,//www.xeno-canto.org/58331/download,Sittasomus griseicapillus_Hotel Simon_PN Itatiaia_Rio de Janeiro_Brasil_25FEB2004 am cs_Bernabe Lopez-Lanus.mp3,Sittasomus,58331,0:04
Olivaceous Woodcreeper,//www.xeno-canto.org/58330/download,Sittasomus griseicapillus_Hotel Simon_PN Itatiaia_Rio de Janeiro_Brasil_25FEB2004 am c_Bernabe Lopez-Lanus.mp3,Sittasomus,58330,0:12
Olivaceous Woodcreeper,//www.xeno-canto.org/58328/download,Sittasomus griseicapillus_Hotel Simon_PN Itatiaia_Rio de Janeiro_Brasil_23FEB2004 am dsa_Bernabe Lopez-Lanus.mp3,Sittasomus,58328,0:08
Olivaceous Woodcreeper,//www.xeno-canto.org/58326/download,Sittasomus griseicapillus_Hotel Simon_PN Itatiaia_Rio de Janeiro_Brasil_23FEB2004 am a_Bernabe Lopez-Lanus.mp3,Sittasomus,58326,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/50457/download,Sittasomus griseicapillus 4.mp3,Sittasomus,50457,0:24
Olivaceous Woodcreeper,//www.xeno-canto.org/46160/download,Dendrocolaptidae_Sittasomus_griseicapillus_REBIO_Canela_Preta_Botuvera_31.03.2010_EL.mp3,Sittasomus,46160,0:12
Olivaceous Woodcreeper,//www.xeno-canto.org/43729/download,Dendrocolaptidae._Sittasomus_griseicapillus_Angelina_348_29.01.2010_ELXC.mp3,Sittasomus,43729,0:07
Olivaceous Woodcreeper,//www.xeno-canto.org/43391/download,Dendrocolaptidae._Sittasomus_griseicapillus_Salseiro_Vidal_Ramos_15.01.2010_ELXC.mp3,Sittasomus,43391,0:18
Olivaceous Woodcreeper,//www.xeno-canto.org/38725/download,SITGRIpbk20090710.mp3,Sittasomus,38725,1:03
Olivaceous Woodcreeper,//www.xeno-canto.org/38724/download,SITGRI20090715.mp3,Sittasomus,38724,0:14
Olivaceous Woodcreeper,//www.xeno-canto.org/37924/download,Sittassomus griseicapillus.mp3,Sittasomus,37924,0:08
Olivaceous Woodcreeper,//www.xeno-canto.org/33793/download,Sittasomus_griseicapillus_PNT_030509.mp3,Sittasomus,33793,0:27
Olivaceous Woodcreeper,//www.xeno-canto.org/33785/download,Sittasomus_griseicapillus_PNI_13082005.mp3,Sittasomus,33785,0:02
Olivaceous Woodcreeper,//www.xeno-canto.org/33232/download,S_griseicapillusMMELO_APA.mp3,Sittasomus,33232,0:07
Olivaceous Woodcreeper,//www.xeno-canto.org/30541/download,Sittasomus griseicapillus_Faz. Santa Rita_PNSI_Indaial_SC_09-IX-2007.mp3,Sittasomus,30541,0:36
Olivaceous Woodcreeper,//www.xeno-canto.org/27069/download,Sittasomus cava da mina tarde pt 4 23 fev 2008.mp3,Sittasomus,27069,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/20261/download,Sittasomus griseicapillus Rio Purus 19.08.2007.mp3,Sittasomus,20261,0:46
Olivaceous Woodcreeper,//www.xeno-canto.org/13412/download,Sittasomus griseicapillus.mp3,Sittasomus,13412,0:05
Olivaceous Woodcreeper,//www.xeno-canto.org/1435/download,olwoodcr-trill.mp3,Sittasomus,1435,0:21
Olivaceous Woodcreeper,//www.xeno-canto.org/1434/download,olwoodcr-call.mp3,Sittasomus,1434,0:11
Olivaceous Woodcreeper,//www.xeno-canto.org/659535/download,XC659535-22-06-2021 17e53 Arapacu verde.mp3,Sittasomus,659535,0:05
Olivaceous Woodcreeper,//www.xeno-canto.org/583952/download,XC583952-Sittasomus griseicapillus_Lencois_20200818-075336.mp3,Sittasomus,583952,0:04
Olivaceous Woodcreeper,//www.xeno-canto.org/570358/download,XC570358-Sittasomus griseicapillus_SerradoBodeMuriciAL_06IX2010_GSTL0309.mp3,Sittasomus,570358,0:31
Olivaceous Woodcreeper,//www.xeno-canto.org/516216/download,XC516216-arapaçu verde.mp3,Sittasomus,516216,0:30
Olivaceous Woodcreeper,//www.xeno-canto.org/487460/download,XC487460-Sittasomus griseicapillus DCB 612-12i .mp3,Sittasomus,487460,0:09
Olivaceous Woodcreeper,//www.xeno-canto.org/427955/download,XC427955-Sittasomus griseicapillus -Caio Brito-(Sape-PB)-BRITO220.mp3,Sittasomus,427955,0:14
Olivaceous Woodcreeper,//www.xeno-canto.org/422976/download,XC422976-2364 Sittasomus griseicapillus griseicapillus (Song) Moeda_TrêsLagoasMS300612.mp3,Sittasomus,422976,0:06
Olivaceous Woodcreeper,//www.xeno-canto.org/419181/download,XC419181-909 Sittasomus griseicapillus(calls)Varanal_TelemacoBorbaPR130713.mp3,Sittasomus,419181,0:28
Olivaceous Woodcreeper,//www.xeno-canto.org/402631/download,XC402631-ARAPAÇU VERDE E PICA PAU DE BANDA.mp3,Sittasomus,402631,0:14
Olivaceous Woodcreeper,//www.xeno-canto.org/391931/download,XC391931-171019 OLWO 30ft SdO 1600 mp3 amp.mp3,Sittasomus,391931,0:23
Olivaceous Woodcreeper,//www.xeno-canto.org/348736/download,XC348736-SITGRI99.mp3,Sittasomus,348736,1:09
Olivaceous Woodcreeper,//www.xeno-canto.org/212239/download,XC212239-F454 Sittasomus griseicapillus sylviellus(calls) Extrema MG 270111.mp3,Sittasomus,212239,0:22
